01/02/2020,2020-02-21f,TX03,21078,C_000001,BBB1,8577,BBB1,8577,,,8,GLP,7.58,1.12,1.32,8.47,1.53,10,,,,,,CLIENTE GENERICO,GLL
,04-03-2020,3,15,99,BB03,48415,BB03,48415,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,04-03-2020,3,15,99,BB03,48416,BB03,48416,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,04-03-2020,3,15,99,BB03,48417,BB03,48417,0,,8,GLP,10.63,1.1186440678,1.32,11.8898305085,2.1401694915,14.03,,,,,,,LTR
,04-03-2020,3,15,99,BB03,48418,BB03,48418,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,04-03-2020,3,15,99,BB03,48419,BB03,48419,0,,8,GLP,15.14,1.1186440678,1.32,16.9322033898,3.0477966102,19.98,,,,,,,LTR
,04-03-2020,3,15,99,BB03,48420,BB03,48420,0,,5,DIESEL B5 S50,500,10.6186440678,12.53,5309.3220338983,955.6779661017,6265,,,,,,,GLL
,04-03-2020,3,15,99,BB03,48421,BB03,48421,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,04-03-2020,3,15,99,BB03,48422,BB03,48422,0,,8,GLP,11.94,1.1186440678,1.32,13.3559322034,2.4040677966,15.76,,,,,,,LTR
,04-03-2020,3,15,99,BB03,48423,BB03,48423,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,04-03-2020,3,15,99,BB03,48425,BB03,48425,0,,8,GLP,26.64,1.1186440678,1.32,29.7966101695,5.3633898305,35.16,,,,,,,LTR
,04-03-2020,3,15,99,BB03,48426,BB03,48426,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,04-03-2020,3,15,99,BB03,48427,BB03,48427,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,04-03-2020,3,15,99,BB03,48428,BB03,48428,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,04-03-2020,3,15,99,BB03,48429,BB03,48429,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,04-03-2020,3,15,99,BB03,48433,BB03,48433,0,,8,GLP,12.12,1.1186440678,1.32,13.5593220339,2.4406779661,16,,,,,,,LTR
,04-03-2020,3,15,99,BB03,48434,BB03,48434,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,04-03-2020,3,15,99,BB03,48435,BB03,48435,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,04-03-2020,3,15,99,BB03,48436,BB03,48436,0,,8,GLP,23.17,1.1186440678,1.32,25.9152542373,4.6647457627,30.58,,,,,,,LTR
,04-03-2020,3,15,99,BB03,48438,BB03,48438,0,,8,GLP,15.61,1.1186440678,1.32,17.4661016949,3.1438983051,20.61,,,,,,,LTR
,04-03-2020,3,15,99,BB03,48439,BB03,48439,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,04-03-2020,3,15,99,BB03,48440,BB03,48440,0,,8,GLP,22.73,1.1186440678,1.32,25.4237288136,4.5762711864,30,,,,,,,LTR
,04-03-2020,3,15,99,BB03,48441,BB03,48441,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,04-03-2020,3,15,99,BB03,48442,BB03,48442,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
,04-03-2020,3,15,99,BB03,48444,BB03,48444,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,04-03-2020,3,15,99,BB03,48445,BB03,48445,0,,8,GLP,6.06,1.1186440678,1.32,6.7796610169,1.2203389831,8,,,,,,,LTR
,04-03-2020,2,9,99,BB02,15644,BB02,15644,0,,2,GAS 90,0.667,10.1610169492,11.99,6.7796610169,1.2203389831,8,,,,,,,GLL
,04-03-2020,2,9,99,BB02,15646,BB02,15646,0,,4,GAS 98,0.715,11.8559322034,13.99,8.4745762712,1.5254237288,10,,,,,,,GLL
,04-03-2020,2,9,99,BB02,15648,BB02,15648,0,,3,GAS 95,1.163,10.9322033898,12.9,12.7118644068,2.2881355932,15,,,,,,,GLL
,04-03-2020,2,9,99,BB02,15649,BB02,15649,0,,3,GAS 95,3.101,10.9322033898,12.9,33.8983050847,6.1016949153,40,,,,,,,GLL
,04-03-2020,2,9,99,BB02,15650,BB02,15650,0,,2,GAS 90,2.502,10.1610169492,11.99,25.4237288136,4.5762711864,30,,,,,,,GLL
,04-03-2020,2,9,99,BB02,15651,BB02,15651,0,,2,GAS 90,0.417,10.1610169492,11.99,4.2372881356,0.7627118644,5,,,,,,,GLL
,04-03-2020,2,9,99,BB02,15655,BB02,15655,0,,2,GAS 90,1.668,10.1610169492,11.99,16.9491525424,3.0508474576,20,,,,,,,GLL
,04-03-2020,2,9,99,BB02,15657,BB02,15657,0,,5,DIESEL B5 S50,1.596,10.6186440678,12.53,16.9491525424,3.0508474576,20,,,,,,,GLL
,04-03-2020,2,9,99,BB02,15659,BB02,15659,0,,2,GAS 90,0.334,10.1610169492,11.99,3.3898305085,0.6101694915,4,,,,,,,GLL
,04-03-2020,2,9,99,BB02,15665,BB02,15665,0,,2,GAS 90,1.668,10.1610169492,11.99,16.9491525424,3.0508474576,20,,,,,,,GLL
,04-03-2020,2,9,99,BB02,15667,BB02,15667,0,,5,DIESEL B5 S50,3.99,10.6186440678,12.53,42.3728813559,7.6271186441,50,,,,,,,GLL
,04-03-2020,2,9,99,BB02,15668,BB02,15668,0,,2,GAS 90,0.584,10.1610169492,11.99,5.9322033898,1.0677966102,7,,,,,,,GLL
,04-03-2020,2,9,99,BB02,15673,BB02,15673,0,,5,DIESEL B5 S50,3.591,10.6186440678,12.53,38.1355932203,6.8644067797,45,,,,,,,GLL
,04-03-2020,3,17,99,BB02,15674,BB02,15674,0,,5,DIESEL B5 S50,1.596,10.6186440678,12.53,16.9491525424,3.0508474576,20,,,,,,,GLL
,04-03-2020,3,17,99,BB02,15675,BB02,15675,0,,5,DIESEL B5 S50,0.798,10.6186440678,12.53,8.4745762712,1.5254237288,10,,,,,,,GLL
,04-03-2020,2,9,99,BB02,15644,BB02,15644,0,,2,GAS 90,0.667,10.1610169492,11.99,6.7796610169,1.2203389831,8,,,,,,,GLL
,04-03-2020,2,9,99,BB02,15646,BB02,15646,0,,4,GAS 98,0.715,11.8559322034,13.99,8.4745762712,1.5254237288,10,,,,,,,GLL
,04-03-2020,2,9,99,BB02,15648,BB02,15648,0,,3,GAS 95,1.163,10.9322033898,12.9,12.7118644068,2.2881355932,15,,,,,,,GLL
,04-03-2020,2,9,99,BB02,15649,BB02,15649,0,,3,GAS 95,3.101,10.9322033898,12.9,33.8983050847,6.1016949153,40,,,,,,,GLL
,04-03-2020,2,9,99,BB02,15650,BB02,15650,0,,2,GAS 90,2.502,10.1610169492,11.99,25.4237288136,4.5762711864,30,,,,,,,GLL
,04-03-2020,2,9,99,BB02,15651,BB02,15651,0,,2,GAS 90,0.417,10.1610169492,11.99,4.2372881356,0.7627118644,5,,,,,,,GLL
,04-03-2020,2,9,99,BB02,15655,BB02,15655,0,,2,GAS 90,1.668,10.1610169492,11.99,16.9491525424,3.0508474576,20,,,,,,,GLL
,04-03-2020,2,9,99,BB02,15657,BB02,15657,0,,5,DIESEL B5 S50,1.596,10.6186440678,12.53,16.9491525424,3.0508474576,20,,,,,,,GLL
,04-03-2020,2,9,99,BB02,15659,BB02,15659,0,,2,GAS 90,0.334,10.1610169492,11.99,3.3898305085,0.6101694915,4,,,,,,,GLL
,04-03-2020,2,9,99,BB02,15665,BB02,15665,0,,2,GAS 90,1.668,10.1610169492,11.99,16.9491525424,3.0508474576,20,,,,,,,GLL
,04-03-2020,2,9,99,BB02,15667,BB02,15667,0,,5,DIESEL B5 S50,3.99,10.6186440678,12.53,42.3728813559,7.6271186441,50,,,,,,,GLL
,04-03-2020,2,9,99,BB02,15668,BB02,15668,0,,2,GAS 90,0.584,10.1610169492,11.99,5.9322033898,1.0677966102,7,,,,,,,GLL
,04-03-2020,2,9,99,BB02,15673,BB02,15673,0,,5,DIESEL B5 S50,3.591,10.6186440678,12.53,38.1355932203,6.8644067797,45,,,,,,,GLL
,04-03-2020,3,17,99,BB02,15674,BB02,15674,0,,5,DIESEL B5 S50,1.596,10.6186440678,12.53,16.9491525424,3.0508474576,20,,,,,,,GLL
,04-03-2020,3,17,99,BB02,15675,BB02,15675,0,,5,DIESEL B5 S50,0.798,10.6186440678,12.53,8.4745762712,1.5254237288,10,,,,,,,GLL
,05-03-2020,1,19,99,BB03,48446,BB03,48446,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48447,BB03,48447,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48448,BB03,48448,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48449,BB03,48449,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48450,BB03,48450,0,,8,GLP,3.03,1.1186440678,1.32,3.3898305085,0.6101694915,4,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48451,BB03,48451,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48452,BB03,48452,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48453,BB03,48453,0,,8,GLP,4.55,1.1186440678,1.32,5.0847457627,0.9152542373,6,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48454,BB03,48454,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48455,BB03,48455,0,,8,GLP,2.27,1.1186440678,1.32,2.5423728814,0.4576271186,3,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48456,BB03,48456,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48457,BB03,48457,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48458,BB03,48458,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48459,BB03,48459,0,,8,GLP,9.85,1.1186440678,1.32,11.0169491525,1.9830508475,13,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48460,BB03,48460,0,,2,GAS 90,0.834,10.1610169492,11.99,8.4745762712,1.5254237288,10,,,,,,,GLL
,05-03-2020,1,19,99,BB03,48461,BB03,48461,0,,3,GAS 95,0.543,10.9322033898,12.9,5.9322033898,1.0677966102,7,,,,,,,GLL
,05-03-2020,1,19,99,BB03,48463,BB03,48463,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48464,BB03,48464,0,,8,GLP,2.27,1.1186440678,1.32,2.5423728814,0.4576271186,3,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48465,BB03,48465,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48466,BB03,48466,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48467,BB03,48467,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48468,BB03,48468,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48469,BB03,48469,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48470,BB03,48470,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48471,BB03,48471,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48472,BB03,48472,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48473,BB03,48473,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48474,BB03,48474,0,,8,GLP,27.25,1.1186440678,1.32,30.4830508475,5.4869491525,35.97,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48475,BB03,48475,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48476,BB03,48476,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48477,BB03,48477,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48478,BB03,48478,0,,2,GAS 90,1.668,10.1610169492,11.99,16.9491525424,3.0508474576,20,,,,,,,GLL
,05-03-2020,1,19,99,BB03,48479,BB03,48479,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48480,BB03,48480,0,,8,GLP,9.09,1.1186440678,1.32,10.1694915254,1.8305084746,12,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48481,BB03,48481,0,,8,GLP,11.8,1.1186440678,1.32,13.2033898305,2.3766101695,15.58,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48482,BB03,48482,0,,8,GLP,18.35,1.1186440678,1.32,20.5254237288,3.6945762712,24.22,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48483,BB03,48483,0,,8,GLP,17.57,1.1186440678,1.32,19.6525423729,3.5374576271,23.19,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48484,BB03,48484,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48485,BB03,48485,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48486,BB03,48486,0,,8,GLP,22.72,1.1186440678,1.32,25.4237288136,4.5762711864,30,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48488,BB03,48488,0,,2,GAS 90,1.668,10.1610169492,11.99,16.9491525424,3.0508474576,20,,,,,,,GLL
,05-03-2020,1,19,99,BB03,48489,BB03,48489,0,,8,GLP,3.78,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48490,BB03,48490,0,,8,GLP,7.87,1.1186440678,1.32,8.7966101695,1.5833898305,10.38,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48492,BB03,48492,0,,8,GLP,19.7,1.1186440678,1.32,22.0338983051,3.9661016949,26,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48493,BB03,48493,0,,8,GLP,9.71,1.1186440678,1.32,10.8559322034,1.9540677966,12.81,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48494,BB03,48494,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48495,BB03,48495,0,,8,GLP,6.06,1.1186440678,1.32,6.7796610169,1.2203389831,8,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48496,BB03,48496,0,,8,GLP,7.57,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48497,BB03,48497,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48499,BB03,48499,0,,2,GAS 90,2.502,10.1610169492,11.99,25.4237288136,4.5762711864,30,,,,,,,GLL
,05-03-2020,1,19,99,BB03,48501,BB03,48501,0,,8,GLP,8.29,1.1186440678,1.32,9.2711864407,1.6688135593,10.94,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48502,BB03,48502,0,,8,GLP,7.57,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48503,BB03,48503,0,,8,GLP,7.57,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48507,BB03,48507,0,,8,GLP,7.57,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48510,BB03,48510,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48511,BB03,48511,0,,8,GLP,18.2,1.1186440678,1.32,20.3559322034,3.6640677966,24.02,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48512,BB03,48512,0,,8,GLP,7.57,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48513,BB03,48513,0,,8,GLP,12.13,1.1186440678,1.32,13.5677966102,2.4422033898,16.01,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48514,BB03,48514,0,,8,GLP,7.52,1.1186440678,1.32,8.406779661,1.513220339,9.92,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48515,BB03,48515,0,,8,GLP,5.38,1.1186440678,1.32,6.0169491525,1.0830508475,7.1,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48516,BB03,48516,0,,8,GLP,3.78,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48517,BB03,48517,0,,5,DIESEL B5 S50,1.596,10.6186440678,12.53,16.9491525424,3.0508474576,20,,,,,,,GLL
,05-03-2020,1,19,99,BB03,48518,BB03,48518,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48520,BB03,48520,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48521,BB03,48521,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48523,BB03,48523,0,,8,GLP,11.39,1.1186440678,1.32,12.7372881356,2.2927118644,15.03,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48524,BB03,48524,0,,8,GLP,7.57,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48525,BB03,48525,0,,8,GLP,2.27,1.1186440678,1.32,2.5423728814,0.4576271186,3,,,,,,,LTR
,05-03-2020,1,19,99,BB03,48526,BB03,48526,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48527,BB03,48527,0,,8,GLP,22.08,1.1186440678,1.32,24.7033898305,4.4466101695,29.15,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48528,BB03,48528,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48529,BB03,48529,0,,8,GLP,7.57,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48530,BB03,48530,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48531,BB03,48531,0,,8,GLP,2.27,1.1186440678,1.32,2.5423728814,0.4576271186,3,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48532,BB03,48532,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48533,BB03,48533,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48534,BB03,48534,0,,8,GLP,7.57,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48535,BB03,48535,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48536,BB03,48536,0,,8,GLP,30.3,1.1186440678,1.32,33.8983050847,6.1016949153,40,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48537,BB03,48537,0,,8,GLP,9.11,1.1186440678,1.32,10.186440678,1.833559322,12.02,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48538,BB03,48538,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48540,BB03,48540,0,,8,GLP,7.54,1.1186440678,1.32,8.4322033898,1.5177966102,9.95,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48541,BB03,48541,0,,8,GLP,6.81,1.1186440678,1.32,7.6101694915,1.3698305085,8.98,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48543,BB03,48543,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48544,BB03,48544,0,,8,GLP,3.61,1.1186440678,1.32,4.0338983051,0.7261016949,4.76,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48545,BB03,48545,0,,3,GAS 95,1.55,10.9322033898,12.9,16.9491525424,3.0508474576,20,,,,,,,GLL
,05-03-2020,2,9,99,BB03,48546,BB03,48546,0,,8,GLP,7.57,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48547,BB03,48547,0,,8,GLP,3.78,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48549,BB03,48549,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48550,BB03,48550,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48556,BB03,48556,0,,8,GLP,7.57,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48557,BB03,48557,0,,8,GLP,7.57,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48558,BB03,48558,0,,8,GLP,30.3,1.1186440678,1.32,33.8983050847,6.1016949153,40,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48560,BB03,48560,0,,8,GLP,10.59,1.1186440678,1.32,11.8389830508,2.1310169492,13.97,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48561,BB03,48561,0,,8,GLP,36.7,1.1186440678,1.32,41.0508474576,7.3891525424,48.44,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48562,BB03,48562,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48563,BB03,48563,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48564,BB03,48564,0,,8,GLP,3.78,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48565,BB03,48565,0,,8,GLP,3.95,1.1186440678,1.32,4.4237288136,0.7962711864,5.22,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48566,BB03,48566,0,,2,GAS 90,10.294,10.1610169492,11.99,104.6016949153,18.8283050847,123.43,,,,,,,GLL
,05-03-2020,2,9,99,BB03,48567,BB03,48567,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48568,BB03,48568,0,,5,DIESEL B5 S50,3.99,10.6186440678,12.53,42.3728813559,7.6271186441,50,,,,,,,GLL
,05-03-2020,2,9,99,BB03,48569,BB03,48569,0,,8,GLP,7.57,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48570,BB03,48570,0,,8,GLP,28.06,1.1186440678,1.32,31.3813559322,5.6486440678,37.03,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48571,BB03,48571,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48572,BB03,48572,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48575,BB03,48575,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48576,BB03,48576,0,,8,GLP,2.27,1.1186440678,1.32,2.5423728814,0.4576271186,3,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48577,BB03,48577,0,,8,GLP,20.84,1.1186440678,1.32,23.3050847458,4.1949152542,27.5,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48578,BB03,48578,0,,8,GLP,25.75,1.1186440678,1.32,28.8050847458,5.1849152542,33.99,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48579,BB03,48579,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48580,BB03,48580,0,,8,GLP,16.18,1.1186440678,1.32,18.093220339,3.256779661,21.35,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48582,BB03,48582,0,,5,DIESEL B5 S50,5.587,10.6186440678,12.53,59.3305084746,10.6794915254,70.01,,,,,,,GLL
,05-03-2020,2,9,99,BB03,48583,BB03,48583,0,,3,GAS 95,1.55,10.9322033898,12.9,16.9491525424,3.0508474576,20,,,,,,,GLL
,05-03-2020,2,9,99,BB03,48586,BB03,48586,0,,8,GLP,3.78,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48588,BB03,48588,0,,2,GAS 90,4.17,10.1610169492,11.99,42.3728813559,7.6271186441,50,,,,,,,GLL
,05-03-2020,2,9,99,BB03,48589,BB03,48589,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48590,BB03,48590,0,,8,GLP,9.09,1.1186440678,1.32,10.1694915254,1.8305084746,12,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48591,BB03,48591,0,,8,GLP,37.16,1.1186440678,1.32,41.5677966102,7.4822033898,49.05,,,,,,,LTR
,05-03-2020,2,9,99,BB03,48592,BB03,48592,0,,8,GLP,18.94,1.1186440678,1.32,21.186440678,3.813559322,25,,,,,,,LTR
