01/02/2020,2020-02-21f,TX03,21078,C_000001,serie,numero,BBB1,8577,,,8,GLP,7.58,1.12,1.32,8.47,1.53,10,,,,,,CLIENTE GENERICO,GLL
3-04-0--20,2020-03-04,1,13,99,BB03,47877,BB03,47877,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47878,BB03,47878,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47879,BB03,47879,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47880,BB03,47880,0,,8,GLP,22.73,1.1186440678,1.32,25.4237288136,4.5762711864,30,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47882,BB03,47882,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47883,BB03,47883,0,,8,GLP,5.3,1.1186440678,1.32,5.9322033898,1.0677966102,7,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47886,BB03,47886,0,,8,GLP,2.27,1.1186440678,1.32,2.5423728814,0.4576271186,3,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47887,BB03,47887,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47888,BB03,47888,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47889,BB03,47889,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47890,BB03,47890,0,,8,GLP,11.42,1.1186440678,1.32,12.7711864407,2.2988135593,15.07,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47891,BB03,47891,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47893,BB03,47893,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,1,13,99,BB03,47895,BB03,47895,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47897,BB03,47897,0,,8,GLP,23.11,1.1186440678,1.32,25.8474576271,4.6525423729,30.5,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47898,BB03,47898,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47899,BB03,47899,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47900,BB03,47900,0,,2,GAS 90,0.5,10.1610169492,11.99,5.0847457627,0.9152542373,6,,,,,,,GLL
3-04-0--20,2020-03-04,2,16,99,BB03,47902,BB03,47902,0,,8,GLP,9.85,1.1186440678,1.32,11.0169491525,1.9830508475,13,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47903,BB03,47903,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47904,BB03,47904,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47905,BB03,47905,0,,2,GAS 90,0.5,10.1610169492,11.99,5.0847457627,0.9152542373,6,,,,,,,GLL
3-04-0--20,2020-03-04,2,16,99,BB03,47906,BB03,47906,0,,2,GAS 90,1.251,10.1610169492,11.99,12.7118644068,2.2881355932,15,,,,,,,GLL
3-04-0--20,2020-03-04,2,16,99,BB03,47907,BB03,47907,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47908,BB03,47908,0,,8,GLP,22.73,1.1186440678,1.32,25.4237288136,4.5762711864,30,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47909,BB03,47909,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47910,BB03,47910,0,,8,GLP,9.02,1.1186440678,1.32,10.0847457627,1.8152542373,11.9,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47914,BB03,47914,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47916,BB03,47916,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47918,BB03,47918,0,,2,GAS 90,5.838,10.1610169492,11.99,59.3220338983,10.6779661017,70,,,,,,,GLL
3-04-0--20,2020-03-04,2,16,99,BB03,47919,BB03,47919,0,,2,GAS 90,0.834,10.1610169492,11.99,8.4745762712,1.5254237288,10,,,,,,,GLL
3-04-0--20,2020-03-04,2,16,99,BB03,47920,BB03,47920,0,,8,GLP,22.77,1.1186440678,1.32,25.4745762712,4.5854237288,30.06,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47921,BB03,47921,0,,3,GAS 95,1.55,10.9322033898,12.9,16.9491525424,3.0508474576,20,,,,,,,GLL
3-04-0--20,2020-03-04,2,16,99,BB03,47922,BB03,47922,0,,8,GLP,6.06,1.1186440678,1.32,6.7796610169,1.2203389831,8,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47925,BB03,47925,0,,8,GLP,4.55,1.1186440678,1.32,5.0847457627,0.9152542373,6,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47926,BB03,47926,0,,8,GLP,2.27,1.1186440678,1.32,2.5423728814,0.4576271186,3,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47928,BB03,47928,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47929,BB03,47929,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47931,BB03,47931,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47932,BB03,47932,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47933,BB03,47933,0,,8,GLP,4.55,1.1186440678,1.32,5.0847457627,0.9152542373,6,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47934,BB03,47934,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47935,BB03,47935,0,,8,GLP,18.42,1.1186440678,1.32,20.6016949153,3.7083050847,24.31,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47936,BB03,47936,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47937,BB03,47937,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47939,BB03,47939,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47940,BB03,47940,0,,8,GLP,15.39,1.1186440678,1.32,17.2203389831,3.0996610169,20.32,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47942,BB03,47942,0,,8,GLP,10.8,1.1186440678,1.32,12.0847457627,2.1752542373,14.26,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47944,BB03,47944,0,,8,GLP,6.06,1.1186440678,1.32,6.7796610169,1.2203389831,8,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47945,BB03,47945,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47946,BB03,47946,0,,5,DIESEL B5 S50,5.903,10.6186440678,12.53,62.6779661017,11.2820338983,73.96,,,,,,,GLL
3-04-0--20,2020-03-04,2,16,99,BB03,47947,BB03,47947,0,,2,GAS 90,0.667,10.1610169492,11.99,6.7796610169,1.2203389831,8,,,,,,,GLL
3-04-0--20,2020-03-04,2,16,99,BB03,47948,BB03,47948,0,,8,GLP,29.38,1.1186440678,1.32,32.8644067797,5.9155932203,38.78,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47949,BB03,47949,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47950,BB03,47950,0,,8,GLP,2.02,1.1186440678,1.32,2.2542372881,0.4057627119,2.66,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47951,BB03,47951,0,,8,GLP,2.22,1.1186440678,1.32,2.4830508475,0.4469491525,2.93,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47953,BB03,47953,0,,8,GLP,22.73,1.1186440678,1.32,25.4237288136,4.5762711864,30,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47954,BB03,47954,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47955,BB03,47955,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47956,BB03,47956,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47958,BB03,47958,0,,8,GLP,4.55,1.1186440678,1.32,5.0847457627,0.9152542373,6,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47959,BB03,47959,0,,8,GLP,38.02,1.1186440678,1.32,42.5254237288,7.6545762712,50.18,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47960,BB03,47960,0,,8,GLP,16.67,1.1186440678,1.32,18.6525423729,3.3574576271,22.01,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47961,BB03,47961,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47962,BB03,47962,0,,8,GLP,10.61,1.1186440678,1.32,11.8644067797,2.1355932203,14,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47963,BB03,47963,0,,8,GLP,18.07,1.1186440678,1.32,20.2118644068,3.6381355932,23.85,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47964,BB03,47964,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47965,BB03,47965,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47968,BB03,47968,0,,8,GLP,25,1.1186440678,1.32,27.9661016949,5.0338983051,33,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47969,BB03,47969,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47971,BB03,47971,0,,5,DIESEL B5 S50,9.098,10.6186440678,12.53,96.6101694915,17.3898305085,114,,,,,,,GLL
3-04-0--20,2020-03-04,2,16,99,BB03,47972,BB03,47972,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47973,BB03,47973,0,,8,GLP,11.91,1.1186440678,1.32,13.3220338983,2.3979661017,15.72,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47974,BB03,47974,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47975,BB03,47975,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47976,BB03,47976,0,,8,GLP,17.39,1.1186440678,1.32,19.4576271186,3.5023728814,22.96,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47979,BB03,47979,0,,8,GLP,37.89,1.1186440678,1.32,42.3813559322,7.6286440678,50.01,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47980,BB03,47980,0,,2,GAS 90,4.17,10.1610169492,11.99,42.3728813559,7.6271186441,50,,,,,,,GLL
3-04-0--20,2020-03-04,2,16,99,BB03,47981,BB03,47981,0,,3,GAS 95,62.016,10.9322033898,12.9,67.7966101695,12.2033898305,80,,,,,,,GLL
3-04-0--20,2020-03-04,2,16,99,BB03,47982,BB03,47982,0,,3,GAS 95,2.326,10.9322033898,12.9,25.4237288136,4.5762711864,30,,,,,,,GLL
3-04-0--20,2020-03-04,2,16,99,BB03,47983,BB03,47983,0,,3,GAS 95,3.876,10.9322033898,12.9,42.3728813559,7.6271186441,50,,,,,,,GLL
3-04-0--20,2020-03-04,2,16,99,BB03,47984,BB03,47984,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47985,BB03,47985,0,,8,GLP,21.61,1.1186440678,1.32,24.1779661017,4.3520338983,28.53,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47986,BB03,47986,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47988,BB03,47988,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47989,BB03,47989,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47990,BB03,47990,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47991,BB03,47991,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,2,16,99,BB03,47992,BB03,47992,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,47995,BB03,47995,0,,8,GLP,29.54,1.1186440678,1.32,33.0423728814,5.9476271186,38.99,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,47996,BB03,47996,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,47997,BB03,47997,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,47998,BB03,47998,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,47999,BB03,47999,0,,8,GLP,6.06,1.1186440678,1.32,6.7796610169,1.2203389831,8,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,48000,BB03,48000,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,48002,BB03,48002,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,48003,BB03,48003,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,48005,BB03,48005,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,48007,BB03,48007,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,48008,BB03,48008,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,48010,BB03,48010,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,48011,BB03,48011,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,48012,BB03,48012,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,48013,BB03,48013,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,3,15,99,BB03,48014,BB03,48014,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48016,BB03,48016,0,,8,GLP,4.55,1.1186440678,1.32,5.0847457627,0.9152542373,6,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48017,BB03,48017,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48018,BB03,48018,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48019,BB03,48019,0,,8,GLP,14.08,1.1186440678,1.32,15.7542372881,2.8357627119,18.59,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48020,BB03,48020,0,,2,GAS 90,0.834,10.1610169492,11.99,8.4745762712,1.5254237288,10,,,,,,,GLL
3-04-0--20,2020-03-04,1,19,99,BB03,48021,BB03,48021,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48022,BB03,48022,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48023,BB03,48023,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48024,BB03,48024,0,,8,GLP,27.29,1.1186440678,1.32,30.5254237288,5.4945762712,36.02,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48025,BB03,48025,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48026,BB03,48026,0,,8,GLP,17.27,1.1186440678,1.32,19.3220338983,3.4779661017,22.8,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48027,BB03,48027,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48028,BB03,48028,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48029,BB03,48029,0,,2,GAS 90,0.417,10.1610169492,11.99,4.2372881356,0.7627118644,5,,,,,,,GLL
3-04-0--20,2020-03-04,1,19,99,BB03,48030,BB03,48030,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48033,BB03,48033,0,,5,DIESEL B5 S50,4,10.6186440678,12.53,42.4745762712,7.6454237288,50.12,,,,,,,GLL
3-04-0--20,2020-03-04,1,19,99,BB03,48035,BB03,48035,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48036,BB03,48036,0,,8,GLP,9.09,1.1186440678,1.32,10.1694915254,1.8305084746,12,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48037,BB03,48037,0,,8,GLP,30.3,1.1186440678,1.32,33.8898305085,6.1001694915,39.99,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48038,BB03,48038,0,,2,GAS 90,0.834,10.1610169492,11.99,8.4745762712,1.5254237288,10,,,,,,,GLL
3-04-0--20,2020-03-04,1,19,99,BB03,48039,BB03,48039,0,,8,GLP,2.27,1.1186440678,1.32,2.5423728814,0.4576271186,3,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48040,BB03,48040,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48042,BB03,48042,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48043,BB03,48043,0,,8,GLP,24.26,1.1186440678,1.32,27.1355932203,4.8844067797,32.02,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48044,BB03,48044,0,,8,GLP,15.15,1.1186440678,1.32,16.9491525424,3.0508474576,20,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48046,BB03,48046,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48047,BB03,48047,0,,8,GLP,2.27,1.1186440678,1.32,2.5423728814,0.4576271186,3,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48048,BB03,48048,0,,2,GAS 90,1.668,10.1610169492,11.99,16.9491525424,3.0508474576,20,,,,,,,GLL
3-04-0--20,2020-03-04,1,19,99,BB03,48049,BB03,48049,0,,3,GAS 95,3.876,10.9322033898,12.9,4.2372881356,0.7627118644,5,,,,,,,GLL
3-04-0--20,2020-03-04,1,19,99,BB03,48050,BB03,48050,0,,8,GLP,9.09,1.1186440678,1.32,10.1694915254,1.8305084746,12,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48051,BB03,48051,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48052,BB03,48052,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48053,BB03,48053,0,,4,GAS 98,2.859,11.8559322034,13.99,33.8983050847,6.1016949153,40,,,,,,,GLL
3-04-0--20,2020-03-04,1,19,99,BB03,48055,BB03,48055,0,,2,GAS 90,0.417,10.1610169492,11.99,4.2372881356,0.7627118644,5,,,,,,,GLL
3-04-0--20,2020-03-04,1,19,99,BB03,48057,BB03,48057,0,,8,GLP,4.55,1.1186440678,1.32,5.0847457627,0.9152542373,6,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48059,BB03,48059,0,,2,GAS 90,1.001,10.1610169492,11.99,10.1694915254,1.8305084746,12,,,,,,,GLL
3-04-0--20,2020-03-04,1,19,99,BB03,48060,BB03,48060,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48061,BB03,48061,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48062,BB03,48062,0,,8,GLP,37.88,1.1186440678,1.32,42.3728813559,7.6271186441,50,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48063,BB03,48063,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48064,BB03,48064,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48065,BB03,48065,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48067,BB03,48067,0,,8,GLP,26.52,1.1186440678,1.32,29.6610169492,5.3389830508,35,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48069,BB03,48069,0,,8,GLP,25.77,1.1186440678,1.32,28.8220338983,5.1879661017,34.01,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48070,BB03,48070,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48071,BB03,48071,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48072,BB03,48072,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48073,BB03,48073,0,,8,GLP,2.27,1.1186440678,1.32,2.5423728814,0.4576271186,3,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48074,BB03,48074,0,,8,GLP,14.7,1.1186440678,1.32,16.4491525424,2.9608474576,19.41,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48075,BB03,48075,0,,8,GLP,11.36,1.1186440678,1.32,12.7118644068,2.2881355932,15,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48078,BB03,48078,0,,8,GLP,16.69,1.1186440678,1.32,18.6694915254,3.3605084746,22.03,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48079,BB03,48079,0,,8,GLP,4.55,1.1186440678,1.32,5.0847457627,0.9152542373,6,,,,,,,LTR
3-04-0--20,2020-03-04,1,19,99,BB03,48080,BB03,48080,0,,8,GLP,3.79,1.1186440678,1.32,4.2372881356,0.7627118644,5,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48085,BB03,48085,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48086,BB03,48086,0,,8,GLP,7.58,1.1186440678,1.32,8.4745762712,1.5254237288,10,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48087,BB03,48087,0,,8,GLP,12.12,1.1186440678,1.32,13.5593220339,2.4406779661,16,,,,,,,LTR
3-04-0--20,2020-03-04,2,9,99,BB03,48088,BB03,48088,0,,8,GLP,13.64,1.1186440678,1.32,15.2542372881,2.7457627119,18,,,,,,,LTR
